userId,movieId,genre,rating
1,57,Drama,5
1,57,Romance,3
1,57,Comedy,1
1,58,Action,3
1,58,Drama,2
1,58,Romance,4
1,58,Comedy,4
1,59,Action,5
1,59,Drama,3
1,59,Romance,1
1,59,Comedy,1
1,60,Action,3
1,60,Drama,4
1,60,Romance,4
1,60,Comedy,2
1,61,Action,2
1,61,Drama,2
1,61,Romance,4
1,61,Comedy,3
1,62,Action,1
1,62,Drama,2
1,62,Romance,2
1,62,Comedy,4
1,63,Action,3
1,63,Drama,3
1,63,Romance,4
1,63,Comedy,1
1,64,Action,3
1,64,Drama,4
1,64,Romance,1
1,64,Comedy,1
1,65,Action,1
1,65,Drama,4
1,65,Romance,2
1,65,Comedy,2
1,66,Action,4
1,66,Drama,2
1,66,Romance,2
1,66,Comedy,2
1,67,Action,4
1,67,Drama,3
1,67,Romance,4
1,67,Comedy,4
1,68,Action,3
1,68,Drama,5
1,68,Romance,5
1,68,Comedy,4
1,69,Action,2
1,69,Drama,2
1,69,Romance,1
1,69,Comedy,1
1,70,Action,1
1,70,Drama,1
1,70,Romance,2
1,70,Comedy,4
1,71,Action,4
1,71,Drama,2
1,71,Romance,5
1,71,Comedy,5
1,72,Action,1
1,72,Drama,3
1,72,Romance,1
1,72,Comedy,4
1,73,Action,1
1,73,Drama,3
1,73,Romance,3
1,73,Comedy,3
1,74,Action,5
1,74,Drama,3
1,74,Romance,5
1,74,Comedy,2
1,75,Action,4
1,75,Drama,3
1,75,Romance,3
1,75,Comedy,1
1,76,Action,3
1,76,Drama,5
1,76,Romance,4
1,76,Comedy,5
1,77,Action,3
1,77,Drama,1
1,77,Romance,2
1,77,Comedy,1
1,78,Action,1
1,78,Drama,3
1,78,Romance,5
1,78,Comedy,2
1,79,Action,1
1,79,Drama,4
1,79,Romance,1
1,79,Comedy,5
1,80,Action,3
1,80,Drama,1
1,80,Romance,4
1,80,Comedy,1
1,81,Action,1
1,81,Drama,2
1,81,Romance,1
1,81,Comedy,1
1,82,Action,1
1,82,Drama,4
1,82,Romance,5
1,82,Comedy,1
1,83,Action,4
1,83,Drama,5
1,83,Romance,5
1,83,Comedy,2
1,84,Action,4
1,84,Drama,5
1,84,Romance,5
1,84,Comedy,2
1,85,Action,3
1,85,Drama,3
1,85,Romance,4
1,85,Comedy,3
1,86,Action,1
1,86,Drama,1
1,86,Romance,2
1,86,Comedy,4
1,87,Action,3
1,87,Drama,1
1,87,Romance,2
1,87,Comedy,5
1,88,Action,2
1,88,Drama,3
1,88,Romance,3
1,88,Comedy,4
1,89,Action,3
1,89,Drama,1
1,89,Romance,3
1,89,Comedy,2
1,90,Action,4
1,90,Drama,3
1,90,Romance,3
1,90,Comedy,4
1,91,Action,5
1,91,Drama,3
1,91,Romance,2
1,91,Comedy,1
1,92,Action,1
1,92,Drama,2
1,92,Romance,2
1,92,Comedy,1
1,93,Action,5
1,93,Drama,2
1,93,Romance,1
1,93,Comedy,1
1,94,Action,1
1,94,Drama,4
1,94,Romance,5
1,94,Comedy,2
1,95,Action,3
1,95,Drama,5
1,95,Romance,5
1,95,Comedy,5
1,96,Action,2
1,96,Drama,2
1,96,Romance,2
1,96,Comedy,2
1,97,Action,4
1,97,Drama,1
1,97,Romance,4
1,97,Comedy,4
1,98,Action,2
1,98,Drama,5
1,98,Romance,5
1,98,Comedy,3
1,99,Action,3
1,99,Drama,4
1,99,Romance,3
1,99,Comedy,1
1,100,Action,4
1,100,Drama,2
1,100,Romance,3
1,100,Comedy,5
1,101,Action,5
1,101,Drama,3
1,101,Romance,4
1,101,Comedy,4
1,102,Action,1
1,102,Drama,4
1,102,Romance,1
1,102,Comedy,4
1,103,Action,1
1,103,Drama,1
1,103,Romance,4
1,103,Comedy,1
1,104,Action,1
1,104,Drama,3
1,104,Romance,5
1,104,Comedy,3
1,105,Action,1
1,105,Drama,4
1,105,Romance,4
1,105,Comedy,4
1,106,Action,1
1,106,Drama,3
1,106,Romance,1
1,106,Comedy,4
1,107,Action,4
1,107,Drama,3
1,107,Romance,1
1,107,Comedy,2
1,108,Action,4
1,108,Drama,3
1,108,Romance,2
1,108,Comedy,5
1,109,Action,1
1,109,Drama,3
1,109,Romance,2
1,109,Comedy,3
1,110,Action,1
1,110,Drama,1
1,110,Romance,3
1,110,Comedy,2
1,111,Action,4
1,111,Drama,3
1,111,Romance,1
1,111,Comedy,4
1,112,Action,5
1,112,Drama,4
1,112,Romance,4
1,112,Comedy,1
1,113,Action,2
1,113,Drama,2
1,113,Romance,2
1,113,Comedy,3
1,114,Action,5
1,114,Drama,4
1,114,Romance,4
1,114,Comedy,4
1,115,Action,5
1,115,Drama,2
1,115,Romance,4
1,115,Comedy,3
1,116,Action,3
1,116,Drama,1
1,116,Romance,4
1,116,Comedy,3
1,117,Action,5
1,117,Drama,5
1,117,Romance,5
1,117,Comedy,1
1,118,Action,4
1,118,Drama,4
1,118,Romance,4
1,118,Comedy,3
1,119,Action,2
1,119,Drama,4
1,119,Romance,3
1,119,Comedy,1
1,120,Action,3
1,120,Drama,1
1,120,Romance,4
1,120,Comedy,4
1,121,Action,5
1,121,Drama,4
1,121,Romance,2
1,121,Comedy,4
1,122,Action,3
1,122,Drama,5
1,122,Romance,1
1,122,Comedy,2
1,123,Action,3
1,123,Drama,4
1,123,Romance,3
1,123,Comedy,4
1,124,Action,1
1,124,Drama,5
1,124,Romance,4
1,124,Comedy,5
1,125,Action,3
1,125,Drama,1
1,125,Romance,1
1,125,Comedy,2
1,126,Action,3
1,126,Drama,2
1,126,Romance,2
1,126,Comedy,2
1,127,Action,5
1,127,Drama,2
1,127,Romance,2
1,127,Comedy,2
1,128,Action,2
1,128,Drama,3
1,128,Romance,5
1,128,Comedy,1
1,129,Action,5
1,129,Drama,3
1,129,Romance,3
1,129,Comedy,1
1,130,Action,2
1,130,Drama,1
1,130,Romance,4
1,130,Comedy,1
1,131,Action,4
1,131,Drama,3
1,131,Romance,4
1,131,Comedy,5
1,132,Action,3
1,132,Drama,4
1,132,Romance,5
1,132,Comedy,3
1,133,Action,2
1,133,Drama,4
1,133,Romance,1
1,133,Comedy,5
1,134,Action,3
1,134,Drama,5
1,134,Romance,2
1,134,Comedy,4
1,135,Action,1
1,135,Drama,5
1,135,Romance,1
1,135,Comedy,3
1,136,Action,5
1,136,Drama,5
1,136,Romance,4
1,136,Comedy,3
1,137,Action,3
1,137,Drama,1
1,137,Romance,3
1,137,Comedy,5
1,138,Action,4
1,138,Drama,2
1,138,Romance,2
1,138,Comedy,3
1,139,Action,5
1,139,Drama,4
1,139,Romance,2
1,139,Comedy,4
1,140,Action,3
1,140,Drama,5
1,140,Romance,4
1,140,Comedy,4
1,141,Action,3
1,141,Drama,1
1,141,Romance,5
1,141,Comedy,4
1,142,Action,2
1,142,Drama,1
1,142,Romance,1
1,142,Comedy,3
1,143,Action,1
1,143,Drama,1
1,143,Romance,1
1,143,Comedy,5
1,144,Action,5
1,144,Drama,2
1,144,Romance,5
1,144,Comedy,4
1,145,Action,2
1,145,Drama,3
1,145,Romance,4
1,145,Comedy,1
1,146,Action,1
1,146,Drama,2
1,146,Romance,5
1,146,Comedy,4
1,147,Action,2
1,147,Drama,2
1,147,Romance,1
1,147,Comedy,2
1,148,Action,5
1,148,Drama,1
1,148,Romance,2
1,148,Comedy,3
1,149,Action,4
1,149,Drama,1
1,149,Romance,5
1,149,Comedy,2
1,150,Action,1
1,150,Drama,4
1,150,Romance,1
1,150,Comedy,1
1,151,Action,4
1,151,Drama,2
1,151,Romance,1
1,151,Comedy,2
1,152,Action,3
1,152,Drama,4
1,152,Romance,4
1,152,Comedy,5
1,153,Action,4
1,153,Drama,4
1,153,Romance,4
1,153,Comedy,3
1,154,Action,3
1,154,Drama,3
1,154,Romance,3
1,154,Comedy,3
1,155,Action,2
1,155,Drama,5
1,155,Romance,4
1,155,Comedy,4
1,156,Action,1
1,156,Drama,2
1,156,Romance,5
1,156,Comedy,4
1,157,Action,3
1,157,Drama,5
1,157,Romance,1
1,157,Comedy,3
1,158,Action,2
1,158,Drama,3
1,158,Romance,3
1,158,Comedy,1
1,159,Action,1
1,159,Drama,5
1,159,Romance,1
1,159,Comedy,2
1,160,Action,1
1,160,Drama,2
1,160,Romance,4
1,160,Comedy,5
1,161,Action,1
1,161,Drama,2
1,161,Romance,4
1,161,Comedy,2
1,162,Action,4
1,162,Drama,5
1,162,Romance,3
1,162,Comedy,3
1,163,Action,5
1,163,Drama,1
1,163,Romance,4
1,163,Comedy,1
1,164,Action,5
1,164,Drama,5
1,164,Romance,5
1,164,Comedy,5
1,165,Action,5
1,165,Drama,4
1,165,Romance,4
1,165,Comedy,3
1,166,Action,5
1,166,Drama,4
1,166,Romance,2
1,166,Comedy,1
1,167,Action,1
1,167,Drama,4
1,167,Romance,1
1,167,Comedy,5
1,168,Action,5
1,168,Drama,2
1,168,Romance,2
1,168,Comedy,1
1,169,Action,2
1,169,Drama,1
1,169,Romance,4
1,169,Comedy,1
1,170,Action,2
1,170,Drama,3
1,170,Romance,5
1,170,Comedy,1
1,171,Action,2
1,171,Drama,1
1,171,Romance,2
1,171,Comedy,1
1,172,Action,5
1,172,Drama,2
1,172,Romance,3
1,172,Comedy,1
1,173,Action,5
1,173,Drama,5
1,173,Romance,3
1,173,Comedy,4
1,174,Action,2
1,174,Drama,3
1,174,Romance,3
1,174,Comedy,4
1,175,Action,1
1,175,Drama,2
1,175,Romance,4
1,175,Comedy,1
1,176,Action,4
1,176,Drama,3
1,176,Romance,5
1,176,Comedy,4
1,177,Action,5
1,177,Drama,3
1,177,Romance,5
1,177,Comedy,2
1,178,Action,1
1,178,Drama,3
1,178,Romance,2
1,178,Comedy,5
1,179,Action,4
1,179,Drama,2
1,179,Romance,1
1,179,Comedy,3
1,180,Action,1
1,180,Drama,2
1,180,Romance,2
1,180,Comedy,5
1,181,Action,2
1,181,Drama,3
1,181,Romance,3
1,181,Comedy,5
1,182,Action,5
1,182,Drama,5
1,182,Romance,3
1,182,Comedy,2
1,183,Action,2
1,183,Drama,5
1,183,Romance,3
1,183,Comedy,2
1,184,Action,2
1,184,Drama,4
1,184,Romance,5
1,184,Comedy,5
1,185,Action,1
1,185,Drama,5
1,185,Romance,2
1,185,Comedy,2
1,186,Action,4
1,186,Drama,2
1,186,Romance,4
1,186,Comedy,3
1,187,Action,5
1,187,Drama,1
1,187,Romance,4
1,187,Comedy,3
1,188,Action,4
1,188,Drama,5
1,188,Romance,2
1,188,Comedy,3
1,189,Action,2
1,189,Drama,2
1,189,Romance,5
1,189,Comedy,4
1,190,Action,2
1,190,Drama,4
1,190,Romance,1
1,190,Comedy,5
1,191,Action,4
1,191,Drama,2
1,191,Romance,5
1,191,Comedy,5
1,192,Action,5
1,192,Drama,5
1,192,Romance,2
1,192,Comedy,5
1,193,Action,1
1,193,Drama,4
1,193,Romance,4
1,193,Comedy,3
1,194,Action,5
1,194,Drama,2
1,194,Romance,4
1,194,Comedy,5
1,195,Action,1
1,195,Drama,3
1,195,Romance,3
1,195,Comedy,4
1,196,Action,5
1,196,Drama,2
1,196,Romance,3
1,196,Comedy,1
1,197,Action,5
1,197,Drama,5
1,197,Romance,3
1,197,Comedy,3
1,198,Action,3
1,198,Drama,2
1,198,Romance,2
1,198,Comedy,1
1,199,Action,1
1,199,Drama,2
1,199,Romance,3
1,199,Comedy,4
1,200,Action,2
1,200,Drama,5
1,200,Romance,1
1,200,Comedy,2
2,1,Action,2
2,1,Drama,5
2,1,Romance,3
2,1,Comedy,2
2,2,Action,1
2,2,Drama,4
2,2,Romance,5
2,2,Comedy,2
2,3,Action,5
2,3,Drama,3
2,3,Romance,2
2,3,Comedy,1
2,4,Action,2
2,4,Drama,4
2,4,Romance,3
2,4,Comedy,1
2,5,Action,4
2,5,Drama,3
2,5,Romance,5
2,5,Comedy,3
2,6,Action,3
2,6,Drama,5
2,6,Romance,1
2,6,Comedy,4
2,7,Action,3
2,7,Drama,5
2,7,Romance,2
2,7,Comedy,5
2,8,Action,5
2,8,Drama,1
2,8,Romance,1
2,8,Comedy,1
2,9,Action,4
2,9,Drama,1
2,9,Romance,3
2,9,Comedy,2
2,10,Action,1
2,10,Drama,1
2,10,Romance,3
2,10,Comedy,3
2,11,Action,1
2,11,Drama,3
2,11,Romance,1
2,11,Comedy,4
2,12,Action,5
2,12,Drama,5
2,12,Romance,3
2,12,Comedy,2
2,13,Action,2
2,13,Drama,4
2,13,Romance,1
2,13,Comedy,4
2,14,Action,3
2,14,Drama,5
2,14,Romance,3
2,14,Comedy,5
2,15,Action,1
2,15,Drama,3
2,15,Romance,3
2,15,Comedy,4
2,16,Action,3
2,16,Drama,5
2,16,Romance,2
2,16,Comedy,1
2,17,Action,1
2,17,Drama,3
2,17,Romance,1
2,17,Comedy,5
2,18,Action,2
2,18,Drama,5
2,18,Romance,2
2,18,Comedy,2
2,19,Action,5
2,19,Drama,5
2,19,Romance,1
2,19,Comedy,4
2,20,Action,3
2,20,Drama,5
2,20,Romance,1
2,20,Comedy,3
2,21,Action,5
2,21,Drama,4
2,21,Romance,5
2,21,Comedy,4
2,22,Action,1
2,22,Drama,1
2,22,Romance,2
2,22,Comedy,4
2,23,Action,2
2,23,Drama,1
2,23,Romance,1
2,23,Comedy,4
2,24,Action,4
2,24,Drama,1
2,24,Romance,3
2,24,Comedy,3
2,25,Action,1
2,25,Drama,1
2,25,Romance,3
2,25,Comedy,3
2,26,Action,3
2,26,Drama,5
2,26,Romance,2
2,26,Comedy,4
2,27,Action,4
2,27,Drama,4
2,27,Romance,2
2,27,Comedy,5
2,28,Action,4
2,28,Drama,5
2,28,Romance,3
2,28,Comedy,3
2,29,Action,3
2,29,Drama,2
2,29,Romance,2
2,29,Comedy,2
2,30,Action,2
2,30,Drama,3
2,30,Romance,1
2,30,Comedy,1
2,31,Action,2
2,31,Drama,2
2,31,Romance,2
2,31,Comedy,1
2,32,Action,4
2,32,Drama,4
2,32,Romance,5
2,32,Comedy,3
2,33,Action,4
2,33,Drama,4
2,33,Romance,1
2,33,Comedy,4
2,34,Action,3
2,34,Drama,4
2,34,Romance,5
2,34,Comedy,2
2,35,Action,2
2,35,Drama,4
2,35,Romance,4
2,35,Comedy,5
2,36,Action,1
2,36,Drama,5
2,36,Romance,4
2,36,Comedy,3
2,37,Action,1
2,37,Drama,1
2,37,Romance,2
2,37,Comedy,1
2,38,Action,5
2,38,Drama,2
2,38,Romance,3
2,38,Comedy,4
2,39,Action,5
2,39,Drama,3
2,39,Romance,3
2,39,Comedy,3
2,40,Action,4
2,40,Drama,3
2,40,Romance,2
2,40,Comedy,5
2,41,Action,5
2,41,Drama,2
2,41,Romance,4
2,41,Comedy,3
2,42,Action,5
2,42,Drama,1
2,42,Romance,4
2,42,Comedy,3
2,43,Action,1
2,43,Drama,2
2,43,Romance,1
2,43,Comedy,2
2,44,Action,1
2,44,Drama,5
2,44,Romance,1
2,44,Comedy,1
2,45,Action,1
2,45,Drama,4
2,45,Romance,3
2,45,Comedy,3
2,46,Action,4
2,46,Drama,1
2,46,Romance,5
2,46,Comedy,1
2,47,Action,4
2,47,Drama,1
2,47,Romance,5
2,47,Comedy,1
2,48,Action,5
2,48,Drama,3
2,48,Romance,2
2,48,Comedy,3
2,49,Action,3
2,49,Drama,5
2,49,Romance,3
2,49,Comedy,3
2,50,Action,1
2,50,Drama,5
2,50,Romance,4
2,50,Comedy,4
2,51,Action,5
2,51,Drama,4
2,51,Romance,4
2,51,Comedy,5
2,52,Action,4
2,52,Drama,4
2,52,Romance,3
2,52,Comedy,2
2,53,Action,2
2,53,Drama,4
2,53,Romance,2
2,53,Comedy,5
2,54,Action,5
2,54,Drama,4
2,54,Romance,1
2,54,Comedy,1
2,55,Action,5
2,55,Drama,3
2,55,Romance,4
2,55,Comedy,2
2,56,Action,5
2,56,Drama,1
2,56,Romance,5
2,56,Comedy,1
2,57,Action,1
2,57,Drama,2
2,57,Romance,1
2,57,Comedy,5
2,58,Action,1
2,58,Drama,2
2,58,Romance,4
2,58,Comedy,2
2,59,Action,5
2,59,Drama,2
2,59,Romance,5
2,59,Comedy,5
2,60,Action,5
2,60,Drama,2
2,60,Romance,3
2,60,Comedy,3
2,61,Action,3
2,61,Drama,2
2,61,Romance,5
2,61,Comedy,2
2,62,Action,1
2,62,Drama,5
2,62,Romance,4
2,62,Comedy,3
2,63,Action,4
2,63,Drama,2
2,63,Romance,5
2,63,Comedy,3
2,64,Action,2
2,64,Drama,4
2,64,Romance,4
2,64,Comedy,1
2,65,Action,3
2,65,Drama,1
2,65,Romance,1
2,65,Comedy,1
2,66,Action,4
2,66,Drama,2
2,66,Romance,5
2,66,Comedy,2
2,67,Action,4
2,67,Drama,2
2,67,Romance,4
2,67,Comedy,3
2,68,Action,4
2,68,Drama,5
2,68,Romance,2
2,68,Comedy,1
2,69,Action,2
2,69,Drama,2
2,69,Romance,5
2,69,Comedy,5
2,70,Action,5
2,70,Drama,5
2,70,Romance,2
2,70,Comedy,1
2,71,Action,1
2,71,Drama,3
2,71,Romance,4
2,71,Comedy,5
2,72,Action,4
2,72,Drama,5
2,72,Romance,4
2,72,Comedy,2
2,73,Action,1
2,73,Drama,1
2,73,Romance,5
2,73,Comedy,5
2,74,Action,2
2,74,Drama,5
2,74,Romance,4
2,74,Comedy,2
2,75,Action,3
2,75,Drama,4
2,75,Romance,5
2,75,Comedy,2
2,76,Action,2
2,76,Drama,2
2,76,Romance,4
2,76,Comedy,3
2,77,Action,2
2,77,Drama,3
2,77,Romance,1
2,77,Comedy,1
2,78,Action,1
2,78,Drama,5
2,78,Romance,1
2,78,Comedy,3
2,79,Action,2
2,79,Drama,1
2,79,Romance,2
2,79,Comedy,5
2,80,Action,3
2,80,Drama,3
2,80,Romance,4
2,80,Comedy,1
2,81,Action,1
2,81,Drama,4
2,81,Romance,5
2,81,Comedy,4
2,82,Action,4
2,82,Drama,5
2,82,Romance,1
2,82,Comedy,4
2,83,Action,2
2,83,Drama,2
2,83,Romance,3
2,83,Comedy,2
2,84,Action,5
2,84,Drama,4
2,84,Romance,4
2,84,Comedy,5
2,85,Action,1
2,85,Drama,2
2,85,Romance,4
2,85,Comedy,1
2,86,Action,5
2,86,Drama,1
2,86,Romance,2
2,86,Comedy,5
2,87,Action,1
2,87,Drama,2
2,87,Romance,4
2,87,Comedy,5
2,88,Action,4
2,88,Drama,4
2,88,Romance,3
2,88,Comedy,4
2,89,Action,4
2,89,Drama,4
2,89,Romance,2
2,89,Comedy,2
2,90,Action,3
2,90,Drama,1
2,90,Romance,4
2,90,Comedy,1
2,91,Action,4
2,91,Drama,4
2,91,Romance,2
2,91,Comedy,5
2,92,Action,3
2,92,Drama,1
2,92,Romance,1
2,92,Comedy,1
2,93,Action,4
2,93,Drama,3
2,93,Romance,4
2,93,Comedy,1
2,94,Action,2
2,94,Drama,3
2,94,Romance,3
2,94,Comedy,4
2,95,Action,5
2,95,Drama,3
2,95,Romance,5
2,95,Comedy,4
2,96,Action,1
2,96,Drama,3
2,96,Romance,4
2,96,Comedy,3
2,97,Action,2
2,97,Drama,3
2,97,Romance,5
2,97,Comedy,4
2,98,Action,2
2,98,Drama,5
2,98,Romance,3
2,98,Comedy,5
2,99,Action,4
2,99,Drama,5
2,99,Romance,5
2,99,Comedy,4
2,100,Action,4
2,100,Drama,3
2,100,Romance,2
2,100,Comedy,1
2,101,Action,3
2,101,Drama,5
2,101,Romance,5
2,101,Comedy,2
2,102,Action,2
2,102,Drama,4
2,102,Romance,4
2,102,Comedy,2
2,103,Action,4
2,103,Drama,4
2,103,Romance,3
2,103,Comedy,3
2,104,Action,5
2,104,Drama,5
2,104,Romance,4
2,104,Comedy,4
2,105,Action,2
2,105,Drama,1
2,105,Romance,4
2,105,Comedy,2
2,106,Action,1
2,106,Drama,1
2,106,Romance,4
2,106,Comedy,5
2,107,Action,2
2,107,Drama,3
2,107,Romance,1
2,107,Comedy,4
2,108,Action,2
2,108,Drama,5
2,108,Romance,4
2,108,Comedy,5
2,109,Action,4
2,109,Drama,4
2,109,Romance,4
2,109,Comedy,4
2,110,Action,2
2,110,Drama,1
2,110,Romance,3
2,110,Comedy,2
2,111,Action,4
2,111,Drama,1
2,111,Romance,2
2,111,Comedy,1
2,112,Action,5
2,112,Drama,1
2,112,Romance,5
2,112,Comedy,3
2,113,Action,4
2,113,Drama,2
2,113,Romance,1
2,113,Comedy,1
2,114,Action,4
2,114,Drama,2
2,114,Romance,3
2,114,Comedy,5
2,115,Action,4
2,115,Drama,4
2,115,Romance,3
2,115,Comedy,1
2,116,Action,3
2,116,Drama,1
2,116,Romance,1
2,116,Comedy,3
2,117,Action,5
2,117,Drama,3
2,117,Romance,3
2,117,Comedy,4
2,118,Action,5
2,118,Drama,2
2,118,Romance,5
2,118,Comedy,5
2,119,Action,3
2,119,Drama,1
2,119,Romance,1
2,119,Comedy,1
2,120,Action,2
2,120,Drama,1
2,120,Romance,4
2,120,Comedy,5
2,121,Action,5
2,121,Drama,2
2,121,Romance,4
2,121,Comedy,4
2,122,Action,5
2,122,Drama,5
2,122,Romance,4
2,122,Comedy,4
2,123,Action,2
2,123,Drama,4
2,123,Romance,5
2,123,Comedy,3
2,124,Action,5
2,124,Drama,4
2,124,Romance,5
2,124,Comedy,5
2,125,Action,5
2,125,Drama,4
2,125,Romance,5
2,125,Comedy,3
2,126,Action,5
2,126,Drama,2
2,126,Romance,2
2,126,Comedy,2
2,127,Action,3
2,127,Drama,2
2,127,Romance,1
2,127,Comedy,2
2,128,Action,3
2,128,Drama,4
2,128,Romance,1
2,128,Comedy,5
2,129,Action,4
2,129,Drama,1
2,129,Romance,2
2,129,Comedy,3
2,130,Action,2
2,130,Drama,4
2,130,Romance,2
2,130,Comedy,3
2,131,Action,1
2,131,Drama,3
2,131,Romance,1
2,131,Comedy,5
2,132,Action,5
2,132,Drama,4
2,132,Romance,2
2,132,Comedy,2
2,133,Action,1
2,133,Drama,5
2,133,Romance,5
2,133,Comedy,5
2,134,Action,1
2,134,Drama,1
2,134,Romance,1
2,134,Comedy,5
2,135,Action,4
2,135,Drama,3
2,135,Romance,5
2,135,Comedy,5
2,136,Action,1
2,136,Drama,4
2,136,Romance,2
2,136,Comedy,2
2,137,Action,5
2,137,Drama,1
2,137,Romance,3
2,137,Comedy,5
2,138,Action,4
2,138,Drama,5
2,138,Romance,3
2,138,Comedy,3
2,139,Action,2
2,139,Drama,1
2,139,Romance,2
2,139,Comedy,5
2,140,Action,1
2,140,Drama,5
2,140,Romance,3
2,140,Comedy,1
2,141,Action,4
2,141,Drama,1
2,141,Romance,2
2,141,Comedy,4
2,142,Action,3
2,142,Drama,4
2,142,Romance,5
2,142,Comedy,1
2,143,Action,5
2,143,Drama,2
2,143,Romance,2
2,143,Comedy,4
2,144,Action,1
2,144,Drama,2
2,144,Romance,4
2,144,Comedy,2
2,145,Action,3
2,145,Drama,2
2,145,Romance,3
2,145,Comedy,4
2,146,Action,4
2,146,Drama,2
2,146,Romance,1
2,146,Comedy,2
2,147,Action,4
2,147,Drama,1
2,147,Romance,3
2,147,Comedy,3
2,148,Action,2
2,148,Drama,3
2,148,Romance,3
2,148,Comedy,3
2,149,Action,2
2,149,Drama,5
2,149,Romance,2
2,149,Comedy,2
2,150,Action,3
